,Version,Current_Time,dt,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_warm,dT_warm,R_warm,dR_warm,PSI
40,0.1.1,40.0,0.05,33.9993418404366,33.998003232257034,33.99659741520216,33.9950784489024,33.99339870747953,33.99150823788182,33.98935415119407,33.986880056904404,33.984025550422665,33.98072576441612,33.976910994697036,33.97250641140297,33.96743186599326,33.96160180408606,33.95492529333173,33.947306174320964,33.93864334093644,33.92883115456906,33.91775999424534,33.905316941985724,33.89138659968749,33.87585203057459,33.858595814872814,33.83950120595952,33.81845336992128,33.79534068835778,33.77005610152139,33.74249846660359,33.712573904283495,33.680197105636275,33.64529257123489,33.607795754816145,33.567654085239646,33.52482784263399,33.47929086755245,33.43103108557496,33.5605163781387,-0.00034983096960843345,0.7292220703159558,-0.008693368960223324,
41,0.1.1,41.0,0.05,33.9992831736041,33.99782636350198,33.99629975181196,33.99465571001544,33.992844984997575,33.99081608253449,33.98851468440603,33.985883109114646,33.98285982637664,33.979379035680765,33.97537031922984,33.97075837944064,33.965462870823316,33.95939833544625,33.95247425027482,33.9445951934217,33.935661134746795,33.92556785429253,33.91420748975286,33.90146921158399,33.887240021524185,33.87140566726816,33.85385166292379,33.83446440176269,33.81313234476973,33.78974726571208,33.76420553099931,33.73640939060018,33.706268254818255,33.673699930890145,33.63863179322047,33.6010018616477,33.56075976345795,33.51786755691587,33.472300396819925,33.424047025944084,33.5536110623676,-0.0003452657885549826,0.7205244415536214,-0.008697628762334375,
42,0.1.1,42.0,0.05,33.99922230174815,33.99764291119819,33.99599122118628,33.9942179791417,33.99227236997565,33.99010142491164,33.98764946433408,33.98485758458346,33.98166319870195,33.97799964113872,33.973795846317394,33.968976110702414,33.96345994753293,33.95716204268114,33.949992319104574,33.941856116073836,33.93265448775794,33.92228462384038,33.910640392638555,33.897613004740265,33.88309179250417,33.866965097960694,33.84912125877411,33.829449679075616,33.80784196924668,33.784193136224516,33.75840280371577,33.730376439938375,33.70002656924865,33.667273943325654,33.63204864753074,33.59429111867059,33.5539530516775,33.51099817466519,33.46540287438206,33.417156657202476,33.546793905508785,-0.0003408578429407783,0.7118270269238991,-0.008697414629722289,
43,0.1.1,43.0,0.05,33.99915930708998,33.997453122591665,33.99567223724328,33.9937658392909,33.991681617234526,33.989365194038854,33.98675959552955,33.9838047628089,33.980437118503744,33.97658919655875,33.972189345072074,33.967161511298926,33.96142511738519,33.954895034603766,33.94748166282498,33.93909112063987,33.92962554996617,33.91898353710528,33.90706065010499,33.89375008994946,33.878943450593454,33.86253158024222,33.84440553362336,33.82445760238499,33.80258240827199,33.77867804147017,33.7526472245562,33.72439848093388,33.693847285549516,33.660917175125014,33.62554079517175,33.58766086168039,33.54723101662717,33.50421655828035,33.45859502969357,33.41035665167648,33.540061940236036,-0.0003365982636374554,0.7031338251981225,-0.00869320172577659,
44,0.1.1,44.0,0.05,33.99909427305241,33.99725724829189,33.995343218715554,33.99329987859472,33.99107348550945,33.988608319844055,33.98584617844047,33.98272591211273,33.97918301662191,33.975149286521,33.97055254097078,33.965316430167626,33.959360330382694,33.9525993347602,33.94494434594097,33.93630227525229,33.92657635163312,33.91566654165394,33.90347007996217,33.889882107271276,33.87479641065826,33.85810625849789,33.8397053199083,33.81948865618629,33.79735376945019,33.773201691665264,33.74693809548101,33.71847440693585,33.687728899148986,33.65462774567673,33.61910601230033,33.581108566657804,33.540590886336496,33.49751974779091,33.45187378070531,33.403643875127706,33.53341236324557,-0.00033247884952345433,0.6944484150248655,-0.008685410173256969,
45,0.1.1,45.0,0.05,33.999027283675424,33.99705554054995,33.99500458638317,33.99282068664517,33.99044873309678,33.98783172836043,33.98491030445408,33.98162228482992,33.97790229928595,33.97368146085202,33.96888711336578,33.96344265792105,33.95726746566562,33.950276883526115,33.94238233832715,33.93349154344367,33.923508810576806,33.912335467487466,33.899870380577894,33.88601057911202,33.870651975653615,33.853690175029925,33.835021361857734,33.81454325446789,33.79215611100306,33.767763771615854,33.74127471913137,33.71260313932565,33.681669961168005,33.64840385702791,33.61274218299082,33.57463184007933,33.534030038339154,33.49090494740703,33.44523621929555,33.39701537165847,33.5268425231838,-0.00032849200308824326,0.6857740029087722,-0.008674412116093322,
46,0.1.1,46.0,0.05,33.998958423108995,33.99684825176519,33.994656760678296,33.992328851333774,33.98980811411139,33.98703633762591,33.983953051693014,33.98049511327607,33.97659634453605,33.97218723177652,33.96719469362533,33.96154192620119,33.95514833225846,33.947929540366495,33.939797519052895,33.930660789514164,33.920424738978845,33.908992035106245,33.89626313994237,33.88213691996306,33.866511346654306,33.84928427996002,33.83035432482445,33.80962174903123,33.786989448659554,33.76236394580415,33.73565640180452,33.70678362815816,33.67566907660363,33.642243789594076,33.606447292568554,33.56822841008282,33.52754598898247,33.48436951337424,33.43867959814272,33.39046835012424,33.52034990971443,-0.0003246306734684623,0.6771134651441884,-0.008660537764583864,
47,0.1.1,47.0,0.05,33.99888777517581,33.99663563319914,33.994300159626235,33.99182495614289,33.989152375293884,33.986223054206896,33.98297548148318,33.97934560640384,33.97526649931774,33.97066807169357,33.96547686381528,33.95961590745949,33.953004670098224,33.94555908620902,33.93719168013624,33.92781178363395,33.91732584973346,33.90563786293349,33.89264984392869,33.87826244520279,33.86237563185592,33.844889440054764,33.825704803544774,33.80472443679722,33.78185376164421,33.75700186273582,33.73008245589654,33.701014852511484,33.669724902484504,33.6361458981145,33.60021942145784,33.561896118397335,33.521136383717796,33.477910942981175,33.43220131886886,33.38400017187297,33.51393214359502,-0.0003208883059706125,0.6684693845029557,-0.008644080641232676,
48,0.1.1,48.0,0.05,33.998815422997104,33.99641793387614,33.993935197089144,33.99130957784319,33.988482253309925,33.98539277027894,33.98197863541823,33.978174947067544,33.97391407716677,33.96912541149412,33.963735155843686,33.95766621509306,33.95083815128796,33.94316722589156,33.93456653020712,33.924946206683906,33.91421376236526,33.902274474148946,33.889031883824224,33.87438837905799,33.85824585465916,33.84050644659933,33.82107332945652,33.79985156622835,33.77674899788497,33.75167715865348,33.72455220189497,33.69529582059933,33.663836146020756,33.63010860784109,33.59405673949744,33.555632912957286,33.514798988263436,33.47152686458862,33.425798921305685,33.37760833965555,33.507586967650965,-0.00031725879720276854,0.6598440824348302,-0.008625302068125507,
49,0.1.1,49.0,0.05,33.99874144867521,33.996195399651505,33.99356228128093,33.99078328455403,33.98779847248832,33.98454636120199,33.98096353295145,33.97698428982266,33.97254035640909,33.96756063934709,33.96197105100037,33.95569440387827,33.94865038152794,33.94075559065164,33.9319236980659,33.92206565484062,33.91109000854344,33.898903302981495,33.88541056320191,33.870515861811285,33.85412296093809,33.83613602242943,33.81646037718952,33.795003342978404,33.77167507854378,33.74638946070492,33.71906496999018,33.689625569690484,33.6580015627648,33.62413041094767,33.5879575006811,33.549436841130564,33.50853168054485,33.46521502856515,33.41947007375521,33.371290487572644,33.50131223854823,-0.00031373645513674834,0.6512396473433029,-0.008604435091527307,
50,0.1.1,50.0,0.05,33.99866593302657,33.99596827242919,33.99318181352383,33.99024663412688,33.987101742948475,33.98368468353307,33.97993116945216,33.97577475919376,33.971146578809346,33.965975099889086,33.960185979832055,33.953701970649966,33.94644290168528,33.93832574063272,33.92926473612818,33.91917164391442,33.90795603721946,33.89552570050645,33.88178710419405,33.86664595633233,33.850007825581464,33.83177882821834,33.81186637032782,33.790179934866586,33.76663190195899,33.74113838964257,33.713620101364015,33.68400316587235,33.65221995479602,33.618209863147044,33.58192003828477,33.54330604349847,33.5023324433291,33.45897329902931,33.413212564133495,33.36504437194114,33.49510591927913,-0.0003103159634548547,0.6426579594888295,-0.00858168785447333,
51,0.1.1,51.0,0.05,33.99858895535985,33.99573678951218,33.99279418721947,33.98970017281473,33.98639275907193,33.982808573424514,33.978882514669806,33.974547448351565,33.96973394860778,33.9643700937605,33.95838132230119,33.95169035518328,33.944217189468745,33.935879167386695,33.92659112375024,33.9162656134507,33.90481321941495,33.8921429399897,33.87816265322574,33.862779654002175,33.84590125838643,33.82743546810393,33.80729168653063,33.78538147626015,33.7616193470762,33.73592356211869,33.70821694920495,33.67842770368898,33.646490168938605,33.612345580503145,33.575942760346145,33.5372387481323,33.49619935748061,33.45279964631129,33.40702429190029,33.35886786297793,33.48896607228573,-0.00030699234967030976,0.6341007129407075,-0.008557246548122066,
52,0.1.1,52.0,0.05,33.99851059329371,33.995501183070516,33.99239978700949,33.98914443419405,33.98567219827687,33.98191884536041,33.977818511554474,33.97330341814561,33.968303631892795,33.96274687743785,33.95655840818322,33.949660941239756,33.94197466118071,33.933417296356666,33.92390427043212,33.91334893060573,33.90166285268508,33.88875622181822,33.87453828625974,33.858917880093344,33.84180400937471,33.82310649473078,33.80273666208778,33.78060807193849,33.756637276433906,33.73074459263228,33.70285487949151,33.67289830567907,33.64081109501985,33.606536236426294,33.57002414546528,33.53123326531792,33.490130595773714,33.44669214005711,33.40090326068952,33.35275893721225,33.48289085315428,-0.00030376095657231873,0.6255694349475647,-0.008531277993142794,
53,0.1.1,53.0,0.05,33.99843092260981,33.99526167971278,33.991998988103056,33.98857993830855,33.98494072005821,33.98101629118887,33.97674007538764,33.97204369644503,33.96685675626199,33.961106663317906,33.95471851766308,33.9476150577461,33.939716673523314,33.93094148932729,33.92120551889738,33.91042289380816,33.898506165281496,33.88536667805267,33.87091501359957,33.8550614986611,33.83771677359367,33.818792413773174,33.7982015959762,33.77585980050232,33.751685538760924,33.72560109517515,33.69753327157948,33.66741412183471,33.635181664173636,33.60078055883982,33.5641627388985,33.52528798268492,33.48412441720568,33.440648942908666,33.3948475715665,33.34671567054866,33.47687850482284,-0.00030061741657192446,0.6170655030851293,-0.008503931862435365,
54,0.1.1,54.0,0.05,33.998350017136566,33.995018500148504,33.991592155750695,33.988007191007206,33.98419896525987,33.98010167941184,33.97564809318209,33.97076927774495,33.96539441072998,33.95945062001474,33.9528628820966,33.9455539800774,33.93744452543917,33.92845304683271,33.918496148050274,33.90748873621821,33.8953443200374,33.881975376635324,33.86729378429301,33.85121131699614,33.833640195457555,33.81449368799737,33.79368675347572,33.77113671738323,33.74676397123543,33.720492684618634,33.69225151862319,33.661974328998646,33.629600847192876,33.59507732750724,33.55835714892015,33.519401360702,33.47817916176021,33.43466830470012,33.3888554168462,33.34073623191231,33.47092735225019,-0.0002975576286324611,0.6085901604320298,-0.00847534265309946,
55,0.1.1,55.0,0.05,33.99826794865983,33.9947718589301,33.99117964484608,33.987426683451815,33.983447555548814,33.9791757546983,33.97454342331429,33.96948112300108,33.96391764584639,33.957779872835594,33.95099268490715,33.94347893142148,33.935159459970315,33.92595321051446,33.91577737581185,33.90454762899566,33.89217841799578,33.87858332528319,33.86367549017424,33.84736808968292,33.82957487267793,33.810210740914414,33.78919236939526,33.76643885750209,33.74187240144855,33.71541897787596,33.68700902785662,33.65657813021449,33.62406765293327,33.58942537150951,33.552606043429556,33.51357192850418,33.47229324557687,33.42874855711865,33.382925074415205,33.33481887741617,33.4650357975005,-0.000294577737484758,0.6001445290180669,-0.008445631413962928,
56,0.1.1,56.0,0.05,33.99818478685722,33.994521964264024,33.99076179963883,33.986838891771505,33.98268709306416,33.97823923759043,33.97342689535648,33.968180159659035,33.962427473991596,33.95609550440575,33.94910906259185,33.94139108420401,33.93286266612212,33.92344316542354,33.913050361837705,33.901600684387994,33.88900950180053,33.87519147509413,33.86006096957892,33.843532522303725,33.825521359827064,33.80594396006878,33.78471865095449,33.76176623761861,33.73701064911011,33.710379594871284,33.68180522075634,33.65122475404186,33.6185811267694,33.583823566862705,33.546908146782656,33.50779828002144,33.466465156487644,33.422888108783525,33.37705490250665,33.3289619449978,33.45920231520362,-0.0002916741148439428,0.5917296217820223,-0.008414907236044655,
57,0.1.1,57.0,0.05,33.99810059925267,33.99426901788192,33.9903389535439,33.98624427684463,33.98191816021703,33.977292824375404,33.97229931007966,33.96686728184903,33.960924869821696,33.95439855541636,33.9472131058149,33.93929156155707,33.93055528072074,33.92092404226234,33.910316210120314,33.89864895864925,33.88583855886842,33.871800723890594,33.85645101076306,33.83970527482385,33.82148017157274,33.801693700003106,33.78026578036029,33.75711885840885,33.73217852752893,33.70537415934153,33.67663953310519,33.64591345384694,33.613140349104185,33.57827083426703,33.54126223682974,33.50207907038142,33.46069344988558,33.41708544070271,33.3712433348832,33.323163849478185,33.4534254483551,-0.0002888433424260484,0.5833463531930221,-0.008383268589000181,
58,0.1.1,58.0,0.05,33.99801545118871,33.99401321496373,33.98991142903385,33.985643284190125,33.981141319620065,33.97633718709911,33.971161439601715,33.965543350720054,33.9594107708379,33.95269002547246,33.94530586056891,33.93718143881654,33.928238390255,33.91839691956327,33.90757597147956,33.895693454799854,33.88266652435875,33.868411919324025,33.8528463550537,33.8358869646899,33.81745178561909,33.79746028493411,33.7758339171129,33.75249670630344,33.72737584489625,33.700402299494215,33.67151141497279,33.640643507076476,33.607744433931664,33.57276613697891,33.53566714214267,33.49641301256194,33.45497674489464,33.411339102070805,33.36548887638854,33.31742307800191,33.447703804423995,-0.00028608219655517074,0.5749955487061982,-0.008350804486823904,
59,0.1.1,59.0,0.05,33.997929405813856,33.99375474410527,33.98947953760263,33.985036343952665,33.980357114127386,33.97537297370024,33.97001402765837,33.96420919489088,33.957886078058415,33.95097087402147,33.94338832938754,33.935061745035625,33.92591303269497,33.91586282580213,33.904830645945204,33.89273512523719,33.87949428395596,33.86502586176007,33.84924769975595,33.83207816966934,33.813436645383895,33.79324401117137,33.77142320007233,33.74789975511451,33.722602405397005,33.695463648540816,33.66642033062674,33.63541421452237,33.60239252745255,33.56730847879786,33.530121739416195,33.49079887427131,33.44931372081311,33.4056477063763,33.35979009883199,33.31173818582161,33.44203605174031,-0.0002833876341842512,0.5666779531942581,-0.008317595511940112,
60,0.1.1,60.0,0.05,33.99784252408299,33.993493787323864,33.98904357979001,33.984423870967746,33.97956606696845,33.97440080824613,33.96885778997684,33.96286561099762,33.95635165677385,33.94924202134518,33.94146147259529,33.93293346450435,33.92358019928129,33.913322741444794,33.90208118503504,33.88977487420571,33.87632267647933,33.86164330696366,33.84565570083943,33.82827943045692,33.80943516243953,33.78904514930643,33.767033749312,33.74332796747668,33.71785801017056,33.69055784512317,33.661365758386275,33.630224899582664,33.597083806742134,33.561896902161386,33.52462495103004,33.485235475037165,33.44370311380613,33.40000992778947,33.35414563717517,33.3061077923943,33.43642091613668,-0.0002807567801813349,0.5583942384702709,-0.008283714723987146,
61,0.1.1,61.0,0.05,33.997754864768744,33.993230520096525,33.98860384525796,33.983806264894284,33.978768681961,33.97342129125378,33.96769341473494,33.96151336432081,33.95480833736949,33.94750434960003,33.93952620958204,33.930797538265594,33.921240836280056,33.91077760092674,33.89932849393298,33.88681356013556,33.87315249633282,33.85826496860058,33.84207097542386,33.82449125307051,33.805447718742045,33.78486394620293,33.762665667874074,33.738781297246256,33.713142469629574,33.685684631916544,33.65634789945112,33.62507925379725,33.59184023461067,33.55663267081582,33.519570592358235,33.48103866427828,33.441948118290284,33.403983215475414,33.36956543293362,33.34126437711991,33.435620634487805,-4.001408244391769e-05,0.8264254966384215,0.26803125816815054,
62,0.1.1,62.0,0.05,33.997666484482195,33.99296511142532,33.988160612910285,33.98318391040404,33.97796544379001,33.972435000081695,33.96652156309037,33.96015318947629,33.95325691620001,33.94575870389334,33.93758342009208,33.928654865620715,33.91889584669941,33.9082282945653,33.896573433571696,33.883851997864355,33.86998449585361,33.85489152086115,33.838494105731634,33.82071411968489,33.801474710243056,33.78070081143948,33.75831979947186,33.73426254639415,33.70846553852869,33.680875599080665,33.65146025750987,33.620228731391194,33.58726964111045,33.55280937209014,33.517286208388605,33.4814190810141,33.446231708750915,33.41298681988452,33.3830061137744,33.35740155863851,33.44069089393985,0.0002535129726023655,1.1653163171943532,0.3388908205559318,
63,0.1.1,63.0,0.05,33.99757743770137,33.9926977239256,33.98771415104873,33.98255717741821,33.97715681834144,33.97144248937961,33.965342869766616,33.95878579115704,33.95169815650428,33.944005893384706,33.935633945522234,33.92650630563634,33.916546092049764,33.90567567078023,33.8938168241894,33.88089096692298,33.86681941055135,33.85152368186165,33.83492591061709,33.81694933048297,33.79751900040683,33.77656298386573,33.75401446046748,33.729815620317495,33.703924684698514,33.67632785804667,33.64705809579606,33.616221720426275,33.58403156773351,33.55084133901408,33.51717097080205,33.48370916621287,33.45127962561893,33.420764229828656,33.39298923179037,33.36859555096897,33.44619372632055,0.0002751416190349687,1.2005460659602676,0.03522974876591434,
64,0.1.1,64.0,0.05,33.99748777680629,33.99242851393333,33.987264717559135,33.981926421383015,33.97634325308075,33.97044429158611,33.96415794368771,33.95741184492794,33.950132789402346,33.94224669259863,33.93367859091053,33.92435268097012,33.914192401607934,33.90312056141563,33.89105951631802,33.877931405874996,33.863658467352664,33.848163468438,33.83137034145289,33.8132051755273,33.79359783984249,33.77248467455581,33.749812878928715,33.72554739184158,33.69968108777603,33.67224884081519,33.64334527012947,33.613144681492535,33.58191996948183,33.550055454852334,33.51804751263451,33.48648723368713,33.45602185808659,33.42729627563842,33.4008815527628,33.3772024775331,33.45123426101189,0.000252026734566968,1.1847384647387855,-0.01580760122148206,
65,0.1.1,65.0,0.05,33.99739755211933,33.99215763162837,33.98681256012398,33.98129198358304,33.97552517748851,33.96944091753249,33.962967368867254,33.9560319987201,33.94856151687738,33.940481848261214,33.93171814171313,33.922194819455505,33.91183567309842,33.90056401555022,33.888302905570185,33.87497547577428,33.86050541957479,33.84481773240826,33.82783986160808,33.80950349778474,33.78974733084647,33.76852117434928,33.74579189290511,33.721551490976054,33.695827471198875,33.66869509433622,33.64029046772251,33.610822537371945,33.58058125190549,33.54993868979415,33.51934010982901,33.48928292926349,33.46028357382174,33.43283469670022,33.40735785366237,33.384158610123635,33.45570876096816,0.0002237249978133349,1.1619895194872498,-0.0227489452515357,
66,0.1.1,66.0,0.05,33.99730681195449,33.99188522118964,33.98635791651294,33.9806541916463,33.97470300398148,33.9684328582826,33.961771708384404,33.95464688177799,33.94698503199552,33.93871212406483,33.92975345937585,33.92003374871289,33.90947724694879,33.898007971407594,33.885550040061084,33.872028187631564,33.85736854904759,33.84149984074096,33.82435511793046,33.805874331877355,33.78600793939839,33.76472180409629,33.74200354559989,33.71787031116371,33.69237764662945,33.66562874029699,33.637782852119855,33.6090613153922,33.57974923945275,33.550191091667884,33.520778805472204,33.491931978778624,33.464071005410155,33.43758540564883,33.41280088020247,33.3899493735475,33.459656738783266,0.00019739889075545138,1.1404002352126383,-0.021589284274611487,
67,0.1.1,67.0,0.05,33.997215602732005,33.99161142120001,33.985901015503806,33.980013361523305,33.97387713213985,33.96742059408819,33.96057152297912,33.95325714208306,33.945404091227466,33.93693843373256,33.92778571224096,33.91787106935425,33.90711945714614,33.89545597195249,33.88280636825655,33.86909782826763,33.85426009084506,33.838227071381255,33.820939126574146,33.80234612440968,33.78241145647929,33.761117061753765,33.73846940501258,33.71450616371368,33.68930313246949,33.662980582012565,33.63570805840196,33.60770644441144,33.57924610078487,33.55064012056003,33.52223219180122,33.4943792477289,33.46742990264913,33.44170048799105,33.41745114704981,33.39486476113637,33.46314166687279,0.00017424640447600838,1.1214393067587025,-0.01896092845393582,
68,0.1.1,68.0,0.05,33.99712396944532,33.991336366294306,33.985442080554996,33.97936980494387,33.973047963196656,33.96640462147664,33.95936741958981,33.95186352917869,33.94381964787325,33.935162041395486,33.92581665037892,33.91570928577139,33.9047659466852,33.89291330772392,33.88007943884327,33.8661948383779,33.851193876194856,33.83501675437797,33.8176120908297,33.79894020862845,33.77897716254054,33.75771944717871,33.735189206936894,33.711439611703376,33.6865598903445,33.66067935300431,33.63396961953441,33.60664424498219,33.57895502971419,33.5511845423825,33.523634765002036,33.49661225662877,33.470410760724995,33.44529266412485,33.421471058725245,33.39909428030749,33.46622441129164,0.00015413722094272944,1.1050825100391393,-0.01635679671956325,
69,0.1.1,69.0,0.05,33.99703195710628,33.99106019201434,33.98498133971632,33.978723847389084,33.97221593070037,33.96538550290894,33.95816012737597,33.95046700301847,33.94223299506147,33.93338472763373,33.923848760639295,33.913551881163734,33.9024215494235,33.89038655046498,33.87737791428812,33.86333017669339,33.848183057729386,33.83188362990977,33.81438902944174,33.79566972570365,33.77571330352945,33.75452862870358,33.732150163069015,33.70864208116919,33.68410173096094,33.65866189777588,33.632491297102746,33.60579276025787,33.57879870324987,33.55176368665377,33.52495417036242,33.498635911268806,33.47305979849074,33.44844721491055,33.424976201367166,33.402769738182144,33.468957701227374,0.00013666449678666483,1.0909796388558135,-0.01410287118332576,
70,0.1.1,70.0,0.05,33.99693961371214,33.99078304431887,33.98451904347143,33.97807585706463,33.97138154394571,33.96436392745044,33.956950575861896,33.94906882404788,33.940645852041285,33.93160884106284,33.92188523351539,33.911403130664766,33.90009186958905,33.88788282857238,33.87471051588877,33.860513998659954,33.84523872338724,33.828838764723784,33.811279511086,33.79254075266484,33.77262007888395,33.751536420606534,33.72933349305841,33.70608281785775,33.68188593938136,33.65687541664627,33.63121418148206,33.60509291851627,33.57872524772764,33.552340672511434,33.526175481417305,33.50046203590633,33.475417107882805,33.45123011441493,33.42805220064674,33.40598712194454,33.47138594230483,0.00012141205387266041,1.078753384947035,-0.012226253908778517,
71,0.1.1,71.0,0.05,33.99684699452819,33.99050509276979,33.984055487674375,33.97742627840632,33.970545431848,33.96334076227085,33.955739946732365,33.94767059105806,33.93906036496358,33.929837229460965,33.919929784991176,33.9092677743092,33.89778277927444,33.88540915423527,33.87208523910483,33.85775489062398,33.84236935863993,33.825889513568846,33.80828840019194,33.7895540512792,33.76969244360832,33.74873042220544,33.7267183618529,33.703732286010464,33.67987513169588,33.65527684430064,33.63009301719294,33.604501862532466,33.57869941230964,33.55289299635035,33.52729321444692,33.50210479463825,33.47751688693468,33.45369345870435,33.43076451467669,33.408818847770554,33.473546315562956,0.00010801866290641727,1.0680735335810994,-0.010679851365935633,
72,0.1.1,72.0,0.05,33.99675416665317,33.99022654406938,33.983591035383434,33.97677566043214,33.969708374006615,33.96231707944321,33.9545296851267,33.946274220860694,33.937479034460594,33.9280730927997,33.91798641552527,33.907150673178634,33.89549998366829,33.8829719408657,33.86950890521837,33.855059577303464,33.839580859878616,33.82303999129036,33.805416902846005,33.786706715749226,33.76692225159329,33.74609638784315,33.72428405131013,33.701563614528034,33.678037448828505,33.653831399950526,33.62909299175481,33.6039882328317,33.578696997559334,33.55340707130828,33.52830707868013,33.503578640271805,33.4793882120676,33.45587913707416,33.43316446875649,33.411321102512524,33.475470032902024,9.618586695339105e-05,1.0586682367918456,-0.009405296789253725,
73,0.1.1,73.0,0.05,33.99666121258777,33.989947652158996,33.98312613153512,33.97612467232644,33.9688713113456,33.96129415320766,33.953321472500434,33.944881883857896,33.935904601006584,33.92631980865726,33.916059173524175,33.905056522145394,33.89324871275623,33.88057672530668,33.86698698682835,33.85243293783158,33.83687682858015,33.82029171173504,33.80266357044709,33.783993489852904,33.76429974743131,33.74361966714651,33.72201105790206,33.69955304317765,33.67634609034627,33.65251106880446,33.62818720787997,33.60352888845526,33.57870128358011,33.55387495737591,33.52921962997684,33.50489740895134,33.481055863706075,33.45782136859224,33.435293154793904,33.413538486083,33.47718344785377,8.567074758722982e-05,1.0503181330052342,-0.008350103786611385,
74,0.1.1,74.0,0.05,33.996568231906075,33.98966872240408,33.98266130712275,33.975474103338705,33.96803533572313,33.96027343180893,33.952117172442144,33.94349591615943,33.93433991829065,33.92458076716422,33.91415196061283,33.90298964544575,33.89103353999192,33.878228054507176,33.864523615513846,33.84987818749582,33.834258968605795,33.81764421640626,33.8000251359992,33.781407737723946,33.76181454713882,33.741286029091256,33.71988157357587,33.697679887113594,33.674778642538875,33.651293264481005,33.62735476825441,33.60310662536336,33.57870069644045,33.554292347274135,33.530034939095124,33.506073952894354,33.48254106144398,33.45954849487864,33.43718405092307,33.41550707648902,33.47870896701642,7.627595813275434e-05,1.042847007141532,-0.007471125863702355,
75,0.1.1,75.0,0.05,33.99647534076557,33.98939010931705,33.98219717275841,33.97482484841288,33.96720166281276,33.959256492398836,33.95091876293487,33.942118726478334,33.93278783565151,33.922859235323486,33.91226839119513,33.90095387266271,33.88885830318622,33.87592948469914,33.86212169297465,33.84739712811741,33.831727488597224,33.81509561899961,33.79749716193147,33.778942124783086,33.75945625427087,33.73908209818082,33.71787962696474,33.6959262901512,33.67331639581023,33.65015972664432,33.62657934364647,33.602708576307734,33.57868725428825,33.554657295176845,33.530757821308846,33.50712002988827,33.483862079229354,33.46108427490361,33.43886483947352,33.417256526782516,33.4800657785084,6.784057459867654e-05,1.0361130005673118,-0.006734006574220075,
76,0.1.1,76.0,0.05,33.996382669534405,33.98911220881695,33.981734403789496,33.97417788351243,33.9663715946074,33.95824498802808,33.94972826642363,33.94075271024505,33.93125110072632,33.92115825714878,33.910411703978475,33.89895248014362,33.88672609750142,33.873683648112696,33.85978305011988,33.84499040984189,33.829281463468966,33.81264304611004,33.795074519926246,33.77658907804083,33.7572148285033,33.73699555463064,33.715991046372736,33.694276903555945,33.671943727081675,33.64909563883422,33.62584810472049,33.60232507644992,33.578655513868064,33.554969397484165,33.53139338623918,33.50804631423238,33.485034747933916,33.46244883889968,33.440358703838456,33.418811543197535,33.481270429761544,6.0232562657347446e-05,1.0300013296993171,-0.00611167086799469,
77,0.1.1,77.0,0.05,33.99629035911347,33.98883544682346,33.98127372014646,33.97353423535049,33.96554647778399,33.95724059415542,33.94854768547517,33.93940017766672,33.929732286022215,33.919480588043115,33.90858471645841,33.8969881800468,33.88463931404516,33.87149235424029,33.85750861929434,33.84265777462398,33.82691913865791,33.81028297922165,33.79275173509575,33.77434108665519,33.75508079127795,33.7350151953218,33.71420333622981,33.69271855679813,33.67064756945131,33.648088931552444,33.62515092265056,33.60194884969241,33.57860184442274,33.55522925567993,33.53194677487884,33.50886246237204,33.48607286254062,33.4636594039107,33.44168527574208,33.42019295393471,33.4823372861023,5.3342817037815854e-05,1.0244185272869544,-0.005582802412362753,
78,0.1.1,78.0,0.05,33.99619855659906,33.98856026611298,33.980815864080355,33.972894949761866,33.96472766290827,33.956244959799626,33.94737894839802,33.938063298162696,33.92823373857407,33.91782865807066,33.906789811689606,33.895063141009146,33.882599703873865,33.86935670379397,33.855298599940205,33.840398268570816,33.824638175988746,33.80801151240324,33.79052322621753,33.77219089029085,33.75304532671521,33.73313091567548,33.71250551796033,33.69123995033627,33.669416968572925,33.64712973420952,33.624479767415956,33.60157441818665,33.578523919744065,33.55543811914302,33.53242300813975,33.50957719989746,33.48698851175901,33.464730819338456,33.44286134148962,33.42141849909553,33.483278896355586,4.708051266426594e-05,1.0192879668951491,-0.005130560391805261,
79,0.1.1,79.0,0.05,33.99610741085078,33.98828711308022,33.98036157835373,33.97226106191006,33.96391646785433,33.95525966627231,33.94622386656277,33.93674406088364,33.92675754959001,33.916204557691586,33.905028947515596,33.893179027805296,33.88060845335859,33.86727720205472,33.85315260789454,33.83821041980056,33.822435846853445,33.805824541999954,33.78838346880136,33.77013159033453,33.75110031676732,33.731333649202156,33.71088796276428,33.68983138200235,33.66824271653376,33.64620994416722,33.62382825169542,33.60119766896207,33.57842035808517,33.55559764499732,33.53282690274789,33.510198413346764,33.48779234559341,33.46567598902223,33.44390137807022,33.4225034257825,33.48410628616488,4.136949046475991e-05,1.0145464016502928,-0.0047415652448563606,
