,Version,Current_Time,dt,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_warm,dT_warm,R_warm,dR_warm,PSI,T_core,T_db,T_r,q_total_irradiance,q_irradiance_0,q_irradiance_1,q_irradiance_2,q_irradiance_3,q_irradiance_4,q_irradiance_5,q_irradiance_6,q_irradiance_7,q_irradiance_8,q_irradiance_9,q_irradiance_10,q_irradiance_11,q_irradiance_12,q_irradiance_13,q_irradiance_14,q_irradiance_15,q_irradiance_16,q_irradiance_17,q_irradiance_18,q_irradiance_19,q_irradiance_20,q_irradiance_21,q_irradiance_22,q_irradiance_23,q_irradiance_24,q_irradiance_25,q_irradiance_26,q_irradiance_27,q_irradiance_28,q_irradiance_29,q_irradiance_30,q_irradiance_31,q_irradiance_32,q_irradiance_33,q_irradiance_34,q_irradiance_35
163,0.1.1,163.0,0.05,33.98920744117487,33.9675966431636,33.94590885949628,33.924092951068246,33.9020980554574,33.879873696962605,33.85736989600442,33.834537277701536,33.81132717943317,33.78769175719415,33.76358409054534,33.73895828595783,33.713769578344845,33.68797443057123,33.66153063072578,33.63439738693825,33.60653541951925,33.57790705019883,33.54847628823743,33.518208913182306,33.48707255404265,33.455036764658004,33.42207309503766,33.38815515845283,33.35325869406921,33.317361624914966,33.28044411098805,33.24248859731743,33.20347985680484,33.16340502768735,33.12225364547633,33.08001766924485,33.03669150215325,32.99227200612181,32.946758510579265,32.90015281523676,33.02928825281467,-0.00014170496514083198,-0.10013305532838501,-0.004739299843549816,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.1.1,164.0,0.05,33.98914125921959,33.967398240232356,33.94557866415811,33.923631676821856,33.90150669955313,33.87915353874682,33.85652249477984,33.83356447009586,33.81023107626698,33.78647473983813,33.762248806756205,33.73750764518216,33.712206746480064,33.68630282417329,33.6597539106544,33.63251945143134,33.60456039669038,33.575839289953265,33.54632035360515,33.515969571068844,33.48475476540212,33.4526456740958,33.419614019854244,33.38563357714363,33.350680234299865,33.314732050994934,33.27776931086996,33.23977456915329,33.20073269509431,33.16063090905698,33.11945881413213,33.07720842214379,33.03387417394233,32.98945295389568,32.943944098509604,32.89734939912821,33.02647063726789,-0.00014088077733909188,-0.10484519608399978,-0.004712140755614769,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.1.1,165.0,0.05,33.98907544585781,33.967200942472296,33.945250308738665,33.92317297418355,33.90091864264866,33.87843740136974,33.8556798294056,33.8325971052281,33.809141113280695,33.78526454931063,33.76092102427621,33.73606516662698,33.71065272275125,33.68464065538138,33.65798723974442,33.63065215724207,33.60259658644188,33.57378329115946,33.54417670541044,33.513743015010775,33.4824502356047,33.450268286902066,33.417169062909494,33.383126497944986,33.348116628231345,33.31211764887133,33.275109966016515,33.23707624405224,33.19800144763291,33.15787287841542,33.11668020635298,33.07441549542778,33.031073223718,32.986650297713,32.941146060809515,32.894562295941675,33.02366940271717,-0.0001400617275361782,-0.10953032940618357,-0.004685133322183788,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.1.1,166.0,0.05,33.9890099995078,33.96700474513239,33.9449237853,33.92271683199979,33.9003338703359,33.87772526712068,33.854841878812884,33.83163515860997,33.80805726250151,33.78406115408782,33.759600707964836,33.73463081147288,33.709107464603925,33.682987877858395,33.65623056783985,33.628795450373026,33.60064393092857,33.571738992136474,33.5420452781691,33.51152917577519,33.48015889174714,33.447904526606294,33.41473814429442,33.38063383766424,33.34556778956836,33.30951832935306,33.2724659845728,33.234393527751536,33.19528601802867,33.15513083754086,33.11391772240526,33.071638788185595,33.028288549739194,32.98386393536124,32.93836429516089,32.89179140362372,33.020884447342866,-0.00013924776871512278,-0.11418860627520641,-0.004658276869022843,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.1.1,167.0,0.05,33.98894491857315,33.96680964341788,33.94459908583276,33.92226323902015,33.89975236808738,33.87701711815098,33.85400862178078,33.83067860559211,33.806979495792206,33.78286452248414,33.758287822528935,33.73320454076348,33.70757092936893,33.68134444518139,33.65448384473403,33.62694927681735,33.59870237234268,33.56970633129276,33.539926006542686,33.50932798433516,33.47788066119517,33.44555431707208,33.412321184500335,33.37815551357546,33.34303363254788,33.306934003845015,33.269837275340834,33.23172632670265,33.19258631065651,33.15240468902561,33.11117126341054,33.06887820039547,33.02552005118119,32.981093765563244,32.935598700191896,32.88903662106963,33.01811567024487,-0.00013843885489990272,-0.11882017699815606,-0.004631570722949646,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.1.1,168.0,0.05,33.9888802014438,33.96661563249359,33.94427620226171,33.92181218390489,33.89917412126589,33.87631293648538,33.85318003694919,33.82972742137829,33.80590778486643,33.78167462266841,33.756982332539316,33.73178631542213,33.706043074278874,33.67971031085754,33.65274702018483,33.62511358257292,33.59677185292669,33.567685247137355,33.53781882534793,33.50713937187695,33.475615471588625,33.44321758249986,33.40991810441921,33.37569144341722,33.34051407193446,33.304364584341,33.26722374777017,33.22907454805959,33.18990223064446,33.14969433626048,33.10844073132829,33.066133632906386,33.02276762811574,32.97833968795655,32.932849175455694,32.88629784810199,33.01536297142254,-0.00013763494111636022,-0.12342519120524287,-0.0046050142070868105,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.1.1,169.0,0.05,33.9888158464972,33.96642270748724,33.94395512645107,33.921363655232405,33.8985991151337,33.875612704032854,33.852356102831216,33.82878158103909,33.80484210130332,33.780491422679155,33.755684202446446,33.73037609626781,33.70452385648402,33.67808542833955,33.65102004392929,33.623288313655856,33.594852314985516,33.56567567829054,33.53572366956557,33.50496326980705,33.47336325084623,33.44089424742951,33.40752882534389,33.37324154539053,33.338009023015765,33.30180998341689,33.26462531194874,33.22643809966763,33.18723368386041,33.146999683419644,33.10572602893918,33.063404987420014,33.020031181491944,32.97560160307343,32.93011562141011,32.883574985450224,33.01262625175553,-0.00013683598335063608,-0.12800379784165727,-0.004578606636414406,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.1.1,170.0,0.05,33.98875185209932,33.966230863492456,33.943635850209624,33.920917641506115,33.898027334861226,33.87491640259705,33.85153679782493,33.82784105952479,33.803782416561404,33.779314890439174,33.75439339659551,33.7289738440303,33.70301323306716,33.676469751040074,33.64930286569732,33.62147341611331,33.59294370089808,33.56367756349389,33.533640474348815,33.50279960975863,33.47112392717015,33.43858423674268,33.40515326896823,33.37080573815663,33.335518401598115,33.299270114223894,33.26204187859406,33.22381689005242,33.18458057689931,33.144320635446164,33.10302705982905,33.06069216647341,33.017310613117886,32.9728794123218,32.927397939397956,32.88086793473067,33.009905412985205,-0.00013604193851612933,-0.1325561451676549,-0.00455234732599763,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.1.1,171.0,0.05,33.98868821660561,33.966040095571785,33.94331836529548,33.92047413116111,33.897458765535404,33.874224013886064,33.85072210022456,33.82690583167778,33.802728701991846,33.778144993769494,33.75310987924071,33.72757951936456,33.70151116105791,33.67486323234563,33.647595435224915,33.61966883603567,33.59104595312829,33.561690841619885,33.53156917503122,33.50064832359765,33.46889742905005,33.43628747566488,33.40279135738708,33.368383940834875,33.33304212400218,33.296744890482195,33.25947335904465,33.221210828409454,33.18194281707078,33.14165709803795,33.100343728373446,33.05799507342223,33.01460582564292,32.970173017966765,32.92469603162818,32.87817659842758,33.007200357696895,-0.0001352527644154833,-0.13708238075155066,-0.004526235583895755,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.1.1,172.0,0.05,33.988624938362015,33.96585039875948,33.943002663420806,33.92003311257052,33.89689339216761,33.873535519521845,33.84991198823114,33.825975872244214,33.80168092885105,33.77698170040253,33.751833614558855,33.72619308286449,33.70001759744632,33.67326582562974,33.64589770226661,33.61787451956813,33.589159014235456,33.55971545168093,33.529509707134196,33.49850934342871,33.46668368526715,33.43400388976748,33.40044301309617,33.36597607300048,33.33058010705868,33.29423422647452,33.256919665251715,33.218619824593915,33.179320312387205,33.13900897763423,33.097675939722635,33.055313612424754,33.01191672254068,32.967482323112954,32.92200980115778,32.87550087987491,33.00451098930273,-0.00013446841970825575,-0.14158265146778604,-0.004500270716235377,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.1.1,173.0,0.05,33.98856201570576,33.96566176806407,33.94268873625606,33.919594574051516,33.896331199701244,33.87285090104917,33.849106439962746,33.825051155885326,33.80063906831269,33.7758249779948,33.750564566662305,33.724814495075954,33.69853249919572,33.6716774842654,33.64420961660735,33.61609041292166,33.58728282688416,33.557751332837896,33.52746200637404,33.496382601600345,33.46448262489772,33.431733404969414,33.39810815899192,33.36358205468238,33.32813226810418,33.291738037040034,33.254380709771134,33.216043789110806,33.17671297155228,33.13637618140257,33.09502359978737,33.052647688426326,33.00924320809266,32.9648072316874,32.91933915187422,32.872840683238515,33.00183721202512,-0.00013368886388036573,-0.14605710349576384,-0.004474452027977804,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.1.1,174.0,0.05,33.98849944696629,33.96547419847104,33.94237657543434,33.9191585038711,33.895772173018926,33.872170139944174,33.84830543346412,33.824131657188,33.799603091479156,33.77467479413882,33.74930269961134,33.723443716509195,33.697055823255006,33.670098161637,33.64253112807373,33.61431646238338,33.58541733385363,33.555798424408266,33.525426008668674,33.494268030710224,33.462294177316565,33.4294759475388,33.395786718371184,33.36120180636105,33.32569852497708,33.2892562375684,33.25185640575572,33.21348263310548,33.174120703949825,33.13375861722629,33.09238661522498,33.04999720714444,33.00658518737244,32.96214764842315,32.91668398847873,32.87019591349939,32.99917893088089,-0.00013291405721176376,-0.1488637440771754,-0.002806640581411557,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.1.1,175.0,0.05,33.988437230466054,33.965287684945196,33.94206617255522,33.91872489025152,33.895216296949314,33.87149321762243,33.847508946715884,33.82321735067496,33.7985729693924,33.77353111637454,33.74804797742583,33.7220807076507,33.695587526570336,33.6685278111516,33.64086218654469,33.6125526143265,33.583562478046545,33.553856665873724,33.52340165014385,33.49216556360986,33.46011827220013,33.42723144409432,33.39347861493086,33.35883524896628,33.323278796013504,33.28678874399395,33.249346666947545,33.21093626835439,33.17154341963307,33.13115619369234,33.089764893426015,33.04736207505442,33.003942566230464,32.95950347884348,32.914044216470074,32.86756647643722,32.99653605166597,-0.00013214396074587854,-0.14800123603538395,0.0008625080417914432,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.1.1,176.0,0.05,33.988375364521275,33.965102222432925,33.94175751918865,33.918293721375505,33.89466355627369,33.87082011544671,33.846716957643416,33.82230821081445,33.797548673044375,33.77239391220026,33.7468003640964,33.720725428974326,33.694127566096185,33.66696638624963,33.63920274196169,33.610798815219646,33.58171820249745,33.55192599688746,33.52138886713917,33.49007513340911,33.45795483952936,33.42499982160647,33.391183772767356,33.35648230387497,33.320873000043406,33.284335472789955,33.246851407670725,33.20840460725623,33.16898102931431,33.128568820079614,33.08715834250144,33.04474219937552,33.00131525127946,32.95687462924665,32.91141974212895,32.864952278614695,32.993908480940654,-0.00013137853626581377,-0.1471439606177114,0.0008572754176725539,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.1.1,177.0,0.05,33.98831384744269,33.9649178058645,33.941450606878554,33.91786498539128,33.8941139357322,33.87015081473434,33.845929444125076,33.82140421202937,33.79653017338679,33.77126314908291,33.745559823595116,33.7193778409521,33.69267589880588,33.665413840415134,33.63755274433831,33.60905501163575,33.57988445038075,33.55000635728096,33.519387596213534,33.487996673480325,33.455803809592474,33.42278100739871,33.38890211637616,33.35414289290891,33.31848105638664,33.28189634096317,33.24437054282424,33.205887562823264,33.166433444354865,33.12599640634765,33.08456687127018,33.04213748805756,32.99870314988027,32.95426100669124,32.90881047250304,32.86235322736242,32.991296126015435,-0.00013061774626095258,-0.14629187581226688,0.0008520848054445196,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.1.1,178.0,0.05,33.98825267753626,33.96473443015604,33.941145427146246,33.91743867041727,33.893567420029726,33.869485296764225,33.845146384000294,33.82050532870614,33.7955174413406,33.770138794467904,33.74432631988545,33.71803790406424,33.69123248170159,33.66387012718535,33.63591214376936,33.607321150260425,33.57806116501812,33.548097687070445,33.5173977741505,33.48593011746229,33.453665112987345,33.42057492914835,33.38663357065113,33.3518169383326,33.31610288484919,33.279471266048425,33.24190398787505,33.20338504867301,33.16390057675538,33.12343886312573,33.081990389247146,33.03954784976812,32.996106170128286,32.95166251898205,32.90621631539252,32.85976923076432,32.988698894937244,-0.00012986155390954935,-0.14544494037869526,0.0008469354335716162,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.1.1,179.0,0.05,33.98819185310382,33.96455209021163,33.940841971493704,33.917014764546536,33.893023993841545,33.86882354278349,33.844367755077045,33.819611535202895,33.79451044780485,33.7690208157885,33.74309981693195,33.716705578808906,33.68979727182388,33.66233520015996,33.63428089043959,33.60559717789998,33.57624828988568,33.54619992646301,33.51541933796313,33.483875399263866,33.45153868062384,33.418381514887415,33.3843780608839,33.349504362851,33.313738405719384,33.27706016610335,33.23945165885136,33.20089697902014,33.16138233914644,33.12089610170229,33.07942880663172,33.036973193880016,32.99352422084032,32.94907907465645,32.90363717933613,32.85720019764355,32.986116696476344,-0.00012910992304497883,-0.14460311381037627,0.0008418265683189929,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.1.1,180.0,0.05,33.98813137244373,33.96437078092513,33.940540231406736,33.916593255851176,33.89248364181871,33.86816553401383,33.84359353513907,33.81872280585751,33.79350916366523,33.767909180474625,33.74188027870933,33.715380825711286,33.68837022626069,33.66080901300973,33.63265893463184,33.6038830414889,33.574445768620656,33.544313015862265,33.513452224898636,33.48183245306735,33.44942444372584,33.41620069300331,33.38213551276305,33.34720508960736,33.31138753976427,33.27466295970327,33.23701347233612,33.19842326866862,33.15887864477956,33.11836803401487,33.076882034296545,33.03441343045943,32.99095721154196,32.94651058297127,32.90107297359777,32.854646037549074,32.983549440113514,-0.0001283628181415253,-0.14376635631850831,0.0008367574918679566,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.1.1,181.0,0.05,33.98807123385149,33.96419049718201,33.9402401983579,33.91617413238629,33.89194634859313,33.867511251657554,33.84282370195278,33.81783911499509,33.792513559802074,33.76680385596142,33.74066766921112,33.7140636053323,33.68695130215586,33.6592915194848,33.631046226734846,33.602178688097005,33.57265354502773,33.542436895873806,33.51149637244273,33.4798012133317,33.447322333833206,33.41403239223942,33.37990585237332,33.34491904218093,33.30905020822592,33.27227956593622,33.23458934546074,33.19596383300415,33.156389407518354,33.115854572640124,33.074349983776784,33.03186847025425,32.9884050524554,32.943956953890144,32.89852360815352,32.85210666074247,32.98099703602785,-0.00012762020428311872,-0.14293462879709296,0.0008317275214153597,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.1.1,182.0,0.05,33.98801143562029,33.96401123386108,33.939941863809366,33.91575738219394,33.89141209878246,33.86686067690334,33.842058233273725,33.81696043693512,33.79152360709806,33.76570480969715,33.7394619524579,33.71275387827691,33.68554045671736,33.65778267342251,33.629442717250576,33.60048406493621,33.570871563085014,33.540571507310254,33.509551718323614,33.47778161479537,33.44523228280341,33.4118765416955,33.377689006194764,33.34264614458481,33.30672633281792,33.26990990439803,33.23217919589879,33.19351858798673,33.15391454183005,33.11335563078444,33.071832567259726,33.02933822468299,32.98586765448765,32.94141809807128,32.895988993679204,32.84958197818548,32.97845939508492,-0.00012688204714663697,-0.1421078928042334,0.0008267359928595674,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.1.1,183.0,0.05,33.987951976041565,33.963832985836085,33.93964521921558,33.91534299330681,33.89088087699471,33.866213790931695,33.84129710685279,33.81608674599832,33.79053927644553,33.76461200915094,33.73826309250508,33.71145160520184,33.684137647224865,33.65628242875474,33.62784835680123,33.598799119366845,33.5690997669497,33.538716791195995,33.50761820051583,33.47577359247912,33.44315422281317,33.40973307082803,33.375484901101736,33.340386321263665,33.30441583572182,33.26755389518753,33.229782941860144,33.191087450143584,33.15145396277725,33.11087112227462,33.06932969757469,33.02682260582392,32.983344929219164,32.938893926855705,32.89346904153832,32.84707190152783,32.97593642882526,-0.0001261483129830765,-0.14128611054104567,0.0008217822631877147,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.1.1,184.0,0.05,33.987892853405526,33.9636557479773,33.93935025602581,33.91493095375168,33.8903526678326,33.865570574920106,33.84054030044212,33.81521801651308,33.78956053875336,33.76352542181992,33.73707105345037,33.71015674682315,33.68274283103716,33.654790739515036,33.62626309613577,33.59712379890369,33.56733810096331,33.53687268877176,33.50569575724383,33.47377708168848,33.441088086359784,33.40760190945046,33.373293464361986,33.338139497091575,33.30211863958373,33.265211458901966,33.227400502085096,33.18867033656215,33.14900758601003,33.10840096154905,33.0668412881833,33.02432152640471,32.98083678889292,32.936384352255885,32.8909636637704,32.84457634309546,32.97342804945342,-0.00012541896859197266,-0.14046924482300938,0.000816865718036297,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.1.1,185.0,0.05,33.987834066001675,33.963479515153004,33.93905696568665,33.91452125155285,33.8898274558978,33.864931010048025,33.839787791800646,33.8143542228216,33.788587364953585,33.762445015236175,33.73588579944072,33.70886926392317,33.68135596559897,33.653307559845175,33.6246868861362,33.59545805122166,33.56558650965679,33.53503914149871,33.503784326985176,33.47179201801605,33.43903380626243,33.40548298773329,33.37111462363556,33.33590559736975,33.299834667510915,33.262882516632374,33.22503179583867,33.18626716488339,33.14657532775813,33.105945063649095,33.064367253170154,33.021834899792424,32.978343146403816,32.93388928694476,32.88847277307987,32.84209521587935,32.9709341698273,-0.00012469398130576792,-0.13965725906246007,0.0008119857605493053,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.1.1,186.0,0.05,33.987775612119215,33.963304282230844,33.93876533964422,33.914113874735214,33.88930522579486,33.864295077501524,33.83903955869948,33.813495339285744,33.78761972600756,33.7613707569732,33.734707294679076,33.70758911735721,33.67997700844755,33.651832844001426,33.62311967782341,33.59380182416117,33.563844937755114,33.53321609106245,33.50188384847368,33.46981833734362,33.43699131566321,33.403376236204146,33.36894830697378,33.33368454782436,33.29756384306837,33.26056698995914,33.22267674290509,33.18387785329522,33.144157104823506,33.10350334421072,33.061907507233684,33.019362639983655,32.975863915288386,32.931408644245124,32.88599628282517,32.839628433524524,32.96845470344784,-0.00012397331897311405,-0.13885011724988772,0.000807141812572354,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.1.1,187.0,0.05,33.98771749004758,33.96313004407923,33.93847536934642,33.913708811327325,33.88878596213497,33.863662758477794,33.83829557892694,33.81264134029261,33.78665759291201,33.76030261465211,33.73353550343065,33.706316268059915,33.678605917218924,33.650366546360615,33.62156142236278,33.59215506573315,33.562113330181774,33.53140347937668,33.49999426070229,33.467855975844145,33.434960548028144,33.401281585747654,33.36679444281801,33.331476274604285,33.29530609027562,33.258264800947615,33.2203352635824,33.18150232052613,33.14175283457306,33.101075719456404,33.05946196567733,33.01690466159524,32.97339900971501,32.92894233811941,32.88353410700829,32.83717591031955,32.96598956444908,-0.00012325694993791105,-0.13804778393046035,0.0008023333194273619,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.1.1,188.0,0.05,33.98765969807677,33.96295679556852,33.938187046245055,33.913306049364266,33.88826964953959,33.86303403418931,33.83755583029331,33.811792200259724,33.785700936704536,33.759240555947564,33.732370390028926,33.70505067705125,33.677242649653685,33.64890862142562,33.62001207106938,33.59051772412381,33.56039163206289,33.529601248586665,33.49811550292565,33.46590486998351,33.43294143714804,33.39919896760535,33.36465295999862,33.32928070427893,33.29306133360346,33.25597587214395,33.21800727867727,33.17914048583906,33.139362434931606,33.09866210618735,33.05703054440109,33.014460879855136,32.97094834447429,32.92649028315979,32.88108616026471,32.834737561186365,32.96353866758854,-0.000122544843027228,-0.13725022419049535,0.0007975597399650092,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
