wavelength_nm,absorption_coefficient_1/mm,scattering_coefficient_1/mm,reflectance_nd,transmittance_nd,reflectance_dark_american_negro_nd,reflectance_fair_complexioned_white_nd
30920,207.71,0.465,0.03,0.005,0.04,0.09
30930,207.71,0.465,0.03,0.005,0.04,0.09
30940,207.71,0.465,0.03,0.005,0.04,0.09
30950,207.71,0.465,0.03,0.005,0.04,0.09
30960,207.71,0.465,0.03,0.005,0.04,0.09
30970,207.71,0.465,0.03,0.005,0.04,0.09
30980,207.71,0.465,0.03,0.005,0.04,0.09
30990,207.71,0.465,0.03,0.005,0.04,0.09
31000,207.71,0.465,0.03,0.005,0.04,0.09
31010,207.71,0.465,0.03,0.005,0.04,0.09
31020,207.71,0.465,0.03,0.005,0.04,0.09
31030,207.71,0.465,0.03,0.005,0.04,0.09
31040,207.71,0.465,0.03,0.005,0.04,0.09
31050,207.71,0.465,0.03,0.005,0.04,0.09
31060,207.71,0.465,0.03,0.005,0.04,0.09
31070,207.71,0.465,0.03,0.005,0.04,0.09
31080,207.71,0.465,0.03,0.005,0.04,0.09
31090,207.71,0.465,0.03,0.005,0.04,0.09
31100,207.71,0.465,0.03,0.005,0.04,0.09
31110,207.71,0.465,0.03,0.005,0.04,0.09
31120,207.71,0.465,0.03,0.005,0.04,0.09
31130,207.71,0.465,0.03,0.005,0.04,0.09
31140,207.71,0.465,0.03,0.005,0.04,0.09
31150,207.71,0.465,0.03,0.005,0.04,0.09
31160,207.71,0.465,0.03,0.005,0.04,0.09
31170,207.71,0.465,0.03,0.005,0.04,0.09
31180,207.71,0.465,0.03,0.005,0.04,0.09
31190,207.71,0.465,0.03,0.005,0.04,0.09
31200,207.71,0.465,0.03,0.005,0.04,0.09
31210,207.71,0.465,0.03,0.005,0.04,0.09
31220,207.71,0.465,0.03,0.005,0.04,0.09
31230,207.71,0.465,0.03,0.005,0.04,0.09
31240,207.71,0.465,0.03,0.005,0.04,0.09
31250,207.71,0.465,0.03,0.005,0.04,0.09
31260,207.71,0.465,0.03,0.005,0.04,0.09
31270,207.71,0.465,0.03,0.005,0.04,0.09
31280,207.71,0.465,0.03,0.005,0.04,0.09
31290,207.71,0.465,0.03,0.005,0.04,0.09
31300,207.71,0.465,0.03,0.005,0.04,0.09
31310,207.71,0.465,0.03,0.005,0.04,0.09
31320,207.71,0.465,0.03,0.005,0.04,0.09
31330,207.71,0.465,0.03,0.005,0.04,0.09
31340,207.71,0.465,0.03,0.005,0.04,0.09
31350,207.71,0.465,0.03,0.005,0.04,0.09
31360,207.71,0.465,0.03,0.005,0.04,0.09
31370,207.71,0.465,0.03,0.005,0.04,0.09
31380,207.71,0.465,0.03,0.005,0.04,0.09
31390,207.71,0.465,0.03,0.005,0.04,0.09
31400,207.71,0.465,0.03,0.005,0.04,0.09
31410,207.71,0.465,0.03,0.005,0.04,0.09
31420,207.71,0.465,0.03,0.005,0.04,0.09
31430,207.71,0.465,0.03,0.005,0.04,0.09
31440,207.71,0.465,0.03,0.005,0.04,0.09
31450,207.71,0.465,0.03,0.005,0.04,0.09
31460,207.71,0.465,0.03,0.005,0.04,0.09
31470,207.71,0.465,0.03,0.005,0.04,0.09
31480,207.71,0.465,0.03,0.005,0.04,0.09
31490,207.71,0.465,0.03,0.005,0.04,0.09
31500,207.71,0.465,0.03,0.005,0.04,0.09
31510,207.71,0.465,0.03,0.005,0.04,0.09
31520,207.71,0.465,0.03,0.005,0.04,0.09
31530,207.71,0.465,0.03,0.005,0.04,0.09
31540,207.71,0.465,0.03,0.005,0.04,0.09
31550,207.71,0.465,0.03,0.005,0.04,0.09
31560,207.71,0.465,0.03,0.005,0.04,0.09
31570,207.71,0.465,0.03,0.005,0.04,0.09
31580,207.71,0.465,0.03,0.005,0.04,0.09
31590,207.71,0.465,0.03,0.005,0.04,0.09
31600,207.71,0.465,0.03,0.005,0.04,0.09
31610,207.71,0.465,0.03,0.005,0.04,0.09
31620,207.71,0.465,0.03,0.005,0.04,0.09
31630,207.71,0.465,0.03,0.005,0.04,0.09
31640,207.71,0.465,0.03,0.005,0.04,0.09
31650,207.71,0.465,0.03,0.005,0.04,0.09
31660,207.71,0.465,0.03,0.005,0.04,0.09
31670,207.71,0.465,0.03,0.005,0.04,0.09
31680,207.71,0.465,0.03,0.005,0.04,0.09
31690,207.71,0.465,0.03,0.005,0.04,0.09
31700,207.71,0.465,0.03,0.005,0.04,0.09
31710,207.71,0.465,0.03,0.005,0.04,0.09
31720,207.71,0.465,0.03,0.005,0.04,0.09
31730,207.71,0.465,0.03,0.005,0.04,0.09
31740,207.71,0.465,0.03,0.005,0.04,0.09
31750,207.71,0.465,0.03,0.005,0.04,0.09
31760,207.71,0.465,0.03,0.005,0.04,0.09
31770,207.71,0.465,0.03,0.005,0.04,0.09
31780,207.71,0.465,0.03,0.005,0.04,0.09
31790,207.71,0.465,0.03,0.005,0.04,0.09
31800,207.71,0.465,0.03,0.005,0.04,0.09
31810,207.71,0.465,0.03,0.005,0.04,0.09
31820,207.71,0.465,0.03,0.005,0.04,0.09
31830,207.71,0.465,0.03,0.005,0.04,0.09
31840,207.71,0.465,0.03,0.005,0.04,0.09
31850,207.71,0.465,0.03,0.005,0.04,0.09
31860,207.71,0.465,0.03,0.005,0.04,0.09
31870,207.71,0.465,0.03,0.005,0.04,0.09
31880,207.71,0.465,0.03,0.005,0.04,0.09
31890,207.71,0.465,0.03,0.005,0.04,0.09
31900,207.71,0.465,0.03,0.005,0.04,0.09
31910,207.71,0.465,0.03,0.005,0.04,0.09
31920,207.71,0.465,0.03,0.005,0.04,0.09
31930,207.71,0.465,0.03,0.005,0.04,0.09
31940,207.71,0.465,0.03,0.005,0.04,0.09
31950,207.71,0.465,0.03,0.005,0.04,0.09
31960,207.71,0.465,0.03,0.005,0.04,0.09
31970,207.71,0.465,0.03,0.005,0.04,0.09
31980,207.71,0.465,0.03,0.005,0.04,0.09
31990,207.71,0.465,0.03,0.005,0.04,0.09
32000,207.71,0.465,0.03,0.005,0.04,0.09
32010,207.71,0.465,0.03,0.005,0.04,0.09
32020,207.71,0.465,0.03,0.005,0.04,0.09
32030,207.71,0.465,0.03,0.005,0.04,0.09
32040,207.71,0.465,0.03,0.005,0.04,0.09
32050,207.71,0.465,0.03,0.005,0.04,0.09
32060,207.71,0.465,0.03,0.005,0.04,0.09
32070,207.71,0.465,0.03,0.005,0.04,0.09
32080,207.71,0.465,0.03,0.005,0.04,0.09
32090,207.71,0.465,0.03,0.005,0.04,0.09
32100,207.71,0.465,0.03,0.005,0.04,0.09
32110,207.71,0.465,0.03,0.005,0.04,0.09
32120,207.71,0.465,0.03,0.005,0.04,0.09
32130,207.71,0.465,0.03,0.005,0.04,0.09
32140,207.71,0.465,0.03,0.005,0.04,0.09
32150,207.71,0.465,0.03,0.005,0.04,0.09
32160,207.71,0.465,0.03,0.005,0.04,0.09
32170,207.71,0.465,0.03,0.005,0.04,0.09
32180,207.71,0.465,0.03,0.005,0.04,0.09
32190,207.71,0.465,0.03,0.005,0.04,0.09
32200,207.71,0.465,0.03,0.005,0.04,0.09
32210,207.71,0.465,0.03,0.005,0.04,0.09
32220,207.71,0.465,0.03,0.005,0.04,0.09
32230,207.71,0.465,0.03,0.005,0.04,0.09
32240,207.71,0.465,0.03,0.005,0.04,0.09
32250,207.71,0.465,0.03,0.005,0.04,0.09
32260,207.71,0.465,0.03,0.005,0.04,0.09
32270,207.71,0.465,0.03,0.005,0.04,0.09
32280,207.71,0.465,0.03,0.005,0.04,0.09
32290,207.71,0.465,0.03,0.005,0.04,0.09
32300,207.71,0.465,0.03,0.005,0.04,0.09
32310,207.71,0.465,0.03,0.005,0.04,0.09
32320,207.71,0.465,0.03,0.005,0.04,0.09
32330,207.71,0.465,0.03,0.005,0.04,0.09
32340,207.71,0.465,0.03,0.005,0.04,0.09
32350,207.71,0.465,0.03,0.005,0.04,0.09
32360,207.71,0.465,0.03,0.005,0.04,0.09
32370,207.71,0.465,0.03,0.005,0.04,0.09
32380,207.71,0.465,0.03,0.005,0.04,0.09
32390,207.71,0.465,0.03,0.005,0.04,0.09
32400,207.71,0.465,0.03,0.005,0.04,0.09
32410,207.71,0.465,0.03,0.005,0.04,0.09
32420,207.71,0.465,0.03,0.005,0.04,0.09
32430,207.71,0.465,0.03,0.005,0.04,0.09
32440,207.71,0.465,0.03,0.005,0.04,0.09
32450,207.71,0.465,0.03,0.005,0.04,0.09
32460,207.71,0.465,0.03,0.005,0.04,0.09
32470,207.71,0.465,0.03,0.005,0.04,0.09
32480,207.71,0.465,0.03,0.005,0.04,0.09
32490,207.71,0.465,0.03,0.005,0.04,0.09
32500,207.71,0.465,0.03,0.005,0.04,0.09
32510,207.71,0.465,0.03,0.005,0.04,0.09
32520,207.71,0.465,0.03,0.005,0.04,0.09
32530,207.71,0.465,0.03,0.005,0.04,0.09
32540,207.71,0.465,0.03,0.005,0.04,0.09
32550,207.71,0.465,0.03,0.005,0.04,0.09
32560,207.71,0.465,0.03,0.005,0.04,0.09
32570,207.71,0.465,0.03,0.005,0.04,0.09
32580,207.71,0.465,0.03,0.005,0.04,0.09
32590,207.71,0.465,0.03,0.005,0.04,0.09
32600,207.71,0.465,0.03,0.005,0.04,0.09
32610,207.71,0.465,0.03,0.005,0.04,0.09
32620,207.71,0.465,0.03,0.005,0.04,0.09
32630,207.71,0.465,0.03,0.005,0.04,0.09
32640,207.71,0.465,0.03,0.005,0.04,0.09
32650,207.71,0.465,0.03,0.005,0.04,0.09
32660,207.71,0.465,0.03,0.005,0.04,0.09
32670,207.71,0.465,0.03,0.005,0.04,0.09
32680,207.71,0.465,0.03,0.005,0.04,0.09
32690,207.71,0.465,0.03,0.005,0.04,0.09
32700,207.71,0.465,0.03,0.005,0.04,0.09
32710,207.71,0.465,0.03,0.005,0.04,0.09
32720,207.71,0.465,0.03,0.005,0.04,0.09
32730,207.71,0.465,0.03,0.005,0.04,0.09
32740,207.71,0.465,0.03,0.005,0.04,0.09
32750,207.71,0.465,0.03,0.005,0.04,0.09
32760,207.71,0.465,0.03,0.005,0.04,0.09
32770,207.71,0.465,0.03,0.005,0.04,0.09
32780,207.71,0.465,0.03,0.005,0.04,0.09
32790,207.71,0.465,0.03,0.005,0.04,0.09
32800,207.71,0.465,0.03,0.005,0.04,0.09
32810,207.71,0.465,0.03,0.005,0.04,0.09
32820,207.71,0.465,0.03,0.005,0.04,0.09
32830,207.71,0.465,0.03,0.005,0.04,0.09
32840,207.71,0.465,0.03,0.005,0.04,0.09
32850,207.71,0.465,0.03,0.005,0.04,0.09
32860,207.71,0.465,0.03,0.005,0.04,0.09
32870,207.71,0.465,0.03,0.005,0.04,0.09
32880,207.71,0.465,0.03,0.005,0.04,0.09
32890,207.71,0.465,0.03,0.005,0.04,0.09
32900,207.71,0.465,0.03,0.005,0.04,0.09
32910,207.71,0.465,0.03,0.005,0.04,0.09
32920,207.71,0.465,0.03,0.005,0.04,0.09
32930,207.71,0.465,0.03,0.005,0.04,0.09
32940,207.71,0.465,0.03,0.005,0.04,0.09
32950,207.71,0.465,0.03,0.005,0.04,0.09
32960,207.71,0.465,0.03,0.005,0.04,0.09
32970,207.71,0.465,0.03,0.005,0.04,0.09
32980,207.71,0.465,0.03,0.005,0.04,0.09
32990,207.71,0.465,0.03,0.005,0.04,0.09
33000,207.71,0.465,0.03,0.005,0.04,0.09
33010,207.71,0.465,0.03,0.005,0.04,0.09
33020,207.71,0.465,0.03,0.005,0.04,0.09
33030,207.71,0.465,0.03,0.005,0.04,0.09
33040,207.71,0.465,0.03,0.005,0.04,0.09
33050,207.71,0.465,0.03,0.005,0.04,0.09
33060,207.71,0.465,0.03,0.005,0.04,0.09
33070,207.71,0.465,0.03,0.005,0.04,0.09
33080,207.71,0.465,0.03,0.005,0.04,0.09
33090,207.71,0.465,0.03,0.005,0.04,0.09
33100,207.71,0.465,0.03,0.005,0.04,0.09
33110,207.71,0.465,0.03,0.005,0.04,0.09
33120,207.71,0.465,0.03,0.005,0.04,0.09
33130,207.71,0.465,0.03,0.005,0.04,0.09
33140,207.71,0.465,0.03,0.005,0.04,0.09
33150,207.71,0.465,0.03,0.005,0.04,0.09
33160,207.71,0.465,0.03,0.005,0.04,0.09
33170,207.71,0.465,0.03,0.005,0.04,0.09
33180,207.71,0.465,0.03,0.005,0.04,0.09
33190,207.71,0.465,0.03,0.005,0.04,0.09
33200,207.71,0.465,0.03,0.005,0.04,0.09
33210,207.71,0.465,0.03,0.005,0.04,0.09
33220,207.71,0.465,0.03,0.005,0.04,0.09
33230,207.71,0.465,0.03,0.005,0.04,0.09
33240,207.71,0.465,0.03,0.005,0.04,0.09
33250,207.71,0.465,0.03,0.005,0.04,0.09
33260,207.71,0.465,0.03,0.005,0.04,0.09
33270,207.71,0.465,0.03,0.005,0.04,0.09
33280,207.71,0.465,0.03,0.005,0.04,0.09
33290,207.71,0.465,0.03,0.005,0.04,0.09
33300,207.71,0.465,0.03,0.005,0.04,0.09
33310,207.71,0.465,0.03,0.005,0.04,0.09
33320,207.71,0.465,0.03,0.005,0.04,0.09
33330,207.71,0.465,0.03,0.005,0.04,0.09
33340,207.71,0.465,0.03,0.005,0.04,0.09
33350,207.71,0.465,0.03,0.005,0.04,0.09
33360,207.71,0.465,0.03,0.005,0.04,0.09
33370,207.71,0.465,0.03,0.005,0.04,0.09
33380,207.71,0.465,0.03,0.005,0.04,0.09
33390,207.71,0.465,0.03,0.005,0.04,0.09
33400,207.71,0.465,0.03,0.005,0.04,0.09
33410,207.71,0.465,0.03,0.005,0.04,0.09
33420,207.71,0.465,0.03,0.005,0.04,0.09
33430,207.71,0.465,0.03,0.005,0.04,0.09
33440,207.71,0.465,0.03,0.005,0.04,0.09
33450,207.71,0.465,0.03,0.005,0.04,0.09
33460,207.71,0.465,0.03,0.005,0.04,0.09
33470,207.71,0.465,0.03,0.005,0.04,0.09
33480,207.71,0.465,0.03,0.005,0.04,0.09
33490,207.71,0.465,0.03,0.005,0.04,0.09
33500,207.71,0.465,0.03,0.005,0.04,0.09
33510,207.71,0.465,0.03,0.005,0.04,0.09
33520,207.71,0.465,0.03,0.005,0.04,0.09
33530,207.71,0.465,0.03,0.005,0.04,0.09
33540,207.71,0.465,0.03,0.005,0.04,0.09
33550,207.71,0.465,0.03,0.005,0.04,0.09
33560,207.71,0.465,0.03,0.005,0.04,0.09
33570,207.71,0.465,0.03,0.005,0.04,0.09
33580,207.71,0.465,0.03,0.005,0.04,0.09
33590,207.71,0.465,0.03,0.005,0.04,0.09
33600,207.71,0.465,0.03,0.005,0.04,0.09
33610,207.71,0.465,0.03,0.005,0.04,0.09
33620,207.71,0.465,0.03,0.005,0.04,0.09
33630,207.71,0.465,0.03,0.005,0.04,0.09
33640,207.71,0.465,0.03,0.005,0.04,0.09
33650,207.71,0.465,0.03,0.005,0.04,0.09
33660,207.71,0.465,0.03,0.005,0.04,0.09
33670,207.71,0.465,0.03,0.005,0.04,0.09
33680,207.71,0.465,0.03,0.005,0.04,0.09
33690,207.71,0.465,0.03,0.005,0.04,0.09
33700,207.71,0.465,0.03,0.005,0.04,0.09
33710,207.71,0.465,0.03,0.005,0.04,0.09
33720,207.71,0.465,0.03,0.005,0.04,0.09
33730,207.71,0.465,0.03,0.005,0.04,0.09
33740,207.71,0.465,0.03,0.005,0.04,0.09
33750,207.71,0.465,0.03,0.005,0.04,0.09
33760,207.71,0.465,0.03,0.005,0.04,0.09
33770,207.71,0.465,0.03,0.005,0.04,0.09
33780,207.71,0.465,0.03,0.005,0.04,0.09
33790,207.71,0.465,0.03,0.005,0.04,0.09
33800,207.71,0.465,0.03,0.005,0.04,0.09
33810,207.71,0.465,0.03,0.005,0.04,0.09
33820,207.71,0.465,0.03,0.005,0.04,0.09
33830,207.71,0.465,0.03,0.005,0.04,0.09
33840,207.71,0.465,0.03,0.005,0.04,0.09
33850,207.71,0.465,0.03,0.005,0.04,0.09
33860,207.71,0.465,0.03,0.005,0.04,0.09
33870,207.71,0.465,0.03,0.005,0.04,0.09
33880,207.71,0.465,0.03,0.005,0.04,0.09
33890,207.71,0.465,0.03,0.005,0.04,0.09
33900,207.71,0.465,0.03,0.005,0.04,0.09
33910,207.71,0.465,0.03,0.005,0.04,0.09
33920,207.71,0.465,0.03,0.005,0.04,0.09
33930,207.71,0.465,0.03,0.005,0.04,0.09
33940,207.71,0.465,0.03,0.005,0.04,0.09
33950,207.71,0.465,0.03,0.005,0.04,0.09
33960,207.71,0.465,0.03,0.005,0.04,0.09
33970,207.71,0.465,0.03,0.005,0.04,0.09
33980,207.71,0.465,0.03,0.005,0.04,0.09
33990,207.71,0.465,0.03,0.005,0.04,0.09
34000,207.71,0.465,0.03,0.005,0.04,0.09
34010,207.71,0.465,0.03,0.005,0.04,0.09
34020,207.71,0.465,0.03,0.005,0.04,0.09
34030,207.71,0.465,0.03,0.005,0.04,0.09
34040,207.71,0.465,0.03,0.005,0.04,0.09
34050,207.71,0.465,0.03,0.005,0.04,0.09
34060,207.71,0.465,0.03,0.005,0.04,0.09
34070,207.71,0.465,0.03,0.005,0.04,0.09
34080,207.71,0.465,0.03,0.005,0.04,0.09
34090,207.71,0.465,0.03,0.005,0.04,0.09
34100,207.71,0.465,0.03,0.005,0.04,0.09
34110,207.71,0.465,0.03,0.005,0.04,0.09
34120,207.71,0.465,0.03,0.005,0.04,0.09
34130,207.71,0.465,0.03,0.005,0.04,0.09
34140,207.71,0.465,0.03,0.005,0.04,0.09
34150,207.71,0.465,0.03,0.005,0.04,0.09
34160,207.71,0.465,0.03,0.005,0.04,0.09
34170,207.71,0.465,0.03,0.005,0.04,0.09
34180,207.71,0.465,0.03,0.005,0.04,0.09
34190,207.71,0.465,0.03,0.005,0.04,0.09
34200,207.71,0.465,0.03,0.005,0.04,0.09
34210,207.71,0.465,0.03,0.005,0.04,0.09
34220,207.71,0.465,0.03,0.005,0.04,0.09
34230,207.71,0.465,0.03,0.005,0.04,0.09
34240,207.71,0.465,0.03,0.005,0.04,0.09
34250,207.71,0.465,0.03,0.005,0.04,0.09
34260,207.71,0.465,0.03,0.005,0.04,0.09
34270,207.71,0.465,0.03,0.005,0.04,0.09
34280,207.71,0.465,0.03,0.005,0.04,0.09
34290,207.71,0.465,0.03,0.005,0.04,0.09
34300,207.71,0.465,0.03,0.005,0.04,0.09
34310,207.71,0.465,0.03,0.005,0.04,0.09
34320,207.71,0.465,0.03,0.005,0.04,0.09
34330,207.71,0.465,0.03,0.005,0.04,0.09
34340,207.71,0.465,0.03,0.005,0.04,0.09
34350,207.71,0.465,0.03,0.005,0.04,0.09
34360,207.71,0.465,0.03,0.005,0.04,0.09
34370,207.71,0.465,0.03,0.005,0.04,0.09
34380,207.71,0.465,0.03,0.005,0.04,0.09
34390,207.71,0.465,0.03,0.005,0.04,0.09
34400,207.71,0.465,0.03,0.005,0.04,0.09
34410,207.71,0.465,0.03,0.005,0.04,0.09
34420,207.71,0.465,0.03,0.005,0.04,0.09
34430,207.71,0.465,0.03,0.005,0.04,0.09
34440,207.71,0.465,0.03,0.005,0.04,0.09
34450,207.71,0.465,0.03,0.005,0.04,0.09
34460,207.71,0.465,0.03,0.005,0.04,0.09
34470,207.71,0.465,0.03,0.005,0.04,0.09
34480,207.71,0.465,0.03,0.005,0.04,0.09
34490,207.71,0.465,0.03,0.005,0.04,0.09
34500,207.71,0.465,0.03,0.005,0.04,0.09
34510,207.71,0.465,0.03,0.005,0.04,0.09
34520,207.71,0.465,0.03,0.005,0.04,0.09
34530,207.71,0.465,0.03,0.005,0.04,0.09
34540,207.71,0.465,0.03,0.005,0.04,0.09
34550,207.71,0.465,0.03,0.005,0.04,0.09
34560,207.71,0.465,0.03,0.005,0.04,0.09
34570,207.71,0.465,0.03,0.005,0.04,0.09
34580,207.71,0.465,0.03,0.005,0.04,0.09
34590,207.71,0.465,0.03,0.005,0.04,0.09
34600,207.71,0.465,0.03,0.005,0.04,0.09
34610,207.71,0.465,0.03,0.005,0.04,0.09
34620,207.71,0.465,0.03,0.005,0.04,0.09
34630,207.71,0.465,0.03,0.005,0.04,0.09
34640,207.71,0.465,0.03,0.005,0.04,0.09
34650,207.71,0.465,0.03,0.005,0.04,0.09
34660,207.71,0.465,0.03,0.005,0.04,0.09
34670,207.71,0.465,0.03,0.005,0.04,0.09
34680,207.71,0.465,0.03,0.005,0.04,0.09
34690,207.71,0.465,0.03,0.005,0.04,0.09
34700,207.71,0.465,0.03,0.005,0.04,0.09
34710,207.71,0.465,0.03,0.005,0.04,0.09
34720,207.71,0.465,0.03,0.005,0.04,0.09
34730,207.71,0.465,0.03,0.005,0.04,0.09
34740,207.71,0.465,0.03,0.005,0.04,0.09
34750,207.71,0.465,0.03,0.005,0.04,0.09
34760,207.71,0.465,0.03,0.005,0.04,0.09
34770,207.71,0.465,0.03,0.005,0.04,0.09
34780,207.71,0.465,0.03,0.005,0.04,0.09
34790,207.71,0.465,0.03,0.005,0.04,0.09
34800,207.71,0.465,0.03,0.005,0.04,0.09
34810,207.71,0.465,0.03,0.005,0.04,0.09
34820,207.71,0.465,0.03,0.005,0.04,0.09
34830,207.71,0.465,0.03,0.005,0.04,0.09
34840,207.71,0.465,0.03,0.005,0.04,0.09
34850,207.71,0.465,0.03,0.005,0.04,0.09
34860,207.71,0.465,0.03,0.005,0.04,0.09
34870,207.71,0.465,0.03,0.005,0.04,0.09
34880,207.71,0.465,0.03,0.005,0.04,0.09
34890,207.71,0.465,0.03,0.005,0.04,0.09
34900,207.71,0.465,0.03,0.005,0.04,0.09
34910,207.71,0.465,0.03,0.005,0.04,0.09
34920,207.71,0.465,0.03,0.005,0.04,0.09
34930,207.71,0.465,0.03,0.005,0.04,0.09
34940,207.71,0.465,0.03,0.005,0.04,0.09
34950,207.71,0.465,0.03,0.005,0.04,0.09
34960,207.71,0.465,0.03,0.005,0.04,0.09
34970,207.71,0.465,0.03,0.005,0.04,0.09
34980,207.71,0.465,0.03,0.005,0.04,0.09
34990,207.71,0.465,0.03,0.005,0.04,0.09
35000,207.71,0.465,0.03,0.005,0.04,0.09
35010,207.71,0.465,0.03,0.005,0.04,0.09
35020,207.71,0.465,0.03,0.005,0.04,0.09
35030,207.71,0.465,0.03,0.005,0.04,0.09
35040,207.71,0.465,0.03,0.005,0.04,0.09
35050,207.71,0.465,0.03,0.005,0.04,0.09
35060,207.71,0.465,0.03,0.005,0.04,0.09
35070,207.71,0.465,0.03,0.005,0.04,0.09
35080,207.71,0.465,0.03,0.005,0.04,0.09
35090,207.71,0.465,0.03,0.005,0.04,0.09
35100,207.71,0.465,0.03,0.005,0.04,0.09
35110,207.71,0.465,0.03,0.005,0.04,0.09
35120,207.71,0.465,0.03,0.005,0.04,0.09
35130,207.71,0.465,0.03,0.005,0.04,0.09
35140,207.71,0.465,0.03,0.005,0.04,0.09
35150,207.71,0.465,0.03,0.005,0.04,0.09
35160,207.71,0.465,0.03,0.005,0.04,0.09
35170,207.71,0.465,0.03,0.005,0.04,0.09
35180,207.71,0.465,0.03,0.005,0.04,0.09
35190,207.71,0.465,0.03,0.005,0.04,0.09
35200,207.71,0.465,0.03,0.005,0.04,0.09
35210,207.71,0.465,0.03,0.005,0.04,0.09
35220,207.71,0.465,0.03,0.005,0.04,0.09
35230,207.71,0.465,0.03,0.005,0.04,0.09
35240,207.71,0.465,0.03,0.005,0.04,0.09
35250,207.71,0.465,0.03,0.005,0.04,0.09
35260,207.71,0.465,0.03,0.005,0.04,0.09
35270,207.71,0.465,0.03,0.005,0.04,0.09
35280,207.71,0.465,0.03,0.005,0.04,0.09
35290,207.71,0.465,0.03,0.005,0.04,0.09
35300,207.71,0.465,0.03,0.005,0.04,0.09
35310,207.71,0.465,0.03,0.005,0.04,0.09
35320,207.71,0.465,0.03,0.005,0.04,0.09
35330,207.71,0.465,0.03,0.005,0.04,0.09
35340,207.71,0.465,0.03,0.005,0.04,0.09
35350,207.71,0.465,0.03,0.005,0.04,0.09
35360,207.71,0.465,0.03,0.005,0.04,0.09
35370,207.71,0.465,0.03,0.005,0.04,0.09
35380,207.71,0.465,0.03,0.005,0.04,0.09
35390,207.71,0.465,0.03,0.005,0.04,0.09
35400,207.71,0.465,0.03,0.005,0.04,0.09
35410,207.71,0.465,0.03,0.005,0.04,0.09
35420,207.71,0.465,0.03,0.005,0.04,0.09
35430,207.71,0.465,0.03,0.005,0.04,0.09
35440,207.71,0.465,0.03,0.005,0.04,0.09
35450,207.71,0.465,0.03,0.005,0.04,0.09
35460,207.71,0.465,0.03,0.005,0.04,0.09
35470,207.71,0.465,0.03,0.005,0.04,0.09
35480,207.71,0.465,0.03,0.005,0.04,0.09
35490,207.71,0.465,0.03,0.005,0.04,0.09
35500,207.71,0.465,0.03,0.005,0.04,0.09
35510,207.71,0.465,0.03,0.005,0.04,0.09
35520,207.71,0.465,0.03,0.005,0.04,0.09
35530,207.71,0.465,0.03,0.005,0.04,0.09
35540,207.71,0.465,0.03,0.005,0.04,0.09
35550,207.71,0.465,0.03,0.005,0.04,0.09
35560,207.71,0.465,0.03,0.005,0.04,0.09
35570,207.71,0.465,0.03,0.005,0.04,0.09
35580,207.71,0.465,0.03,0.005,0.04,0.09
35590,207.71,0.465,0.03,0.005,0.04,0.09
35600,207.71,0.465,0.03,0.005,0.04,0.09
35610,207.71,0.465,0.03,0.005,0.04,0.09
35620,207.71,0.465,0.03,0.005,0.04,0.09
35630,207.71,0.465,0.03,0.005,0.04,0.09
35640,207.71,0.465,0.03,0.005,0.04,0.09
35650,207.71,0.465,0.03,0.005,0.04,0.09
35660,207.71,0.465,0.03,0.005,0.04,0.09
35670,207.71,0.465,0.03,0.005,0.04,0.09
35680,207.71,0.465,0.03,0.005,0.04,0.09
35690,207.71,0.465,0.03,0.005,0.04,0.09
35700,207.71,0.465,0.03,0.005,0.04,0.09
35710,207.71,0.465,0.03,0.005,0.04,0.09
35720,207.71,0.465,0.03,0.005,0.04,0.09
35730,207.71,0.465,0.03,0.005,0.04,0.09
35740,207.71,0.465,0.03,0.005,0.04,0.09
35750,207.71,0.465,0.03,0.005,0.04,0.09
35760,207.71,0.465,0.03,0.005,0.04,0.09
35770,207.71,0.465,0.03,0.005,0.04,0.09
35780,207.71,0.465,0.03,0.005,0.04,0.09
35790,207.71,0.465,0.03,0.005,0.04,0.09
35800,207.71,0.465,0.03,0.005,0.04,0.09
35810,207.71,0.465,0.03,0.005,0.04,0.09
35820,207.71,0.465,0.03,0.005,0.04,0.09
35830,207.71,0.465,0.03,0.005,0.04,0.09
35840,207.71,0.465,0.03,0.005,0.04,0.09
35850,207.71,0.465,0.03,0.005,0.04,0.09
35860,207.71,0.465,0.03,0.005,0.04,0.09
35870,207.71,0.465,0.03,0.005,0.04,0.09
35880,207.71,0.465,0.03,0.005,0.04,0.09
35890,207.71,0.465,0.03,0.005,0.04,0.09
35900,207.71,0.465,0.03,0.005,0.04,0.09
35910,207.71,0.465,0.03,0.005,0.04,0.09
35920,207.71,0.465,0.03,0.005,0.04,0.09
35930,207.71,0.465,0.03,0.005,0.04,0.09
35940,207.71,0.465,0.03,0.005,0.04,0.09
35950,207.71,0.465,0.03,0.005,0.04,0.09
35960,207.71,0.465,0.03,0.005,0.04,0.09
35970,207.71,0.465,0.03,0.005,0.04,0.09
35980,207.71,0.465,0.03,0.005,0.04,0.09
35990,207.71,0.465,0.03,0.005,0.04,0.09
36000,207.71,0.465,0.03,0.005,0.04,0.09
36010,207.71,0.465,0.03,0.005,0.04,0.09
36020,207.71,0.465,0.03,0.005,0.04,0.09
36030,207.71,0.465,0.03,0.005,0.04,0.09
36040,207.71,0.465,0.03,0.005,0.04,0.09
36050,207.71,0.465,0.03,0.005,0.04,0.09
36060,207.71,0.465,0.03,0.005,0.04,0.09
